0.624805 0.215186 0.767327 
0.947996 0.215369 0.939604 
0.154027 0.879543 0.307047 
0.795984 0.349559 0.041688 
0.421949 0.906613 0.522721 
0.344920 0.662526 0.262215 
0.537248 0.876278 0.956023 
0.649983 0.895291 0.659413 
0.157567 0.721946 0.087985 
0.627491 0.204840 0.043428 
0.114414 0.855464 0.964263 
0.680227 0.289254 0.601550 
0.038026 0.292276 0.819819 
0.322214 0.512528 0.522782 
0.982574 0.776330 0.704123 
0.803949 0.029725 0.623249 
0.050874 0.905026 0.106113 
0.737053 0.911985 0.971007 
0.019776 0.254341 0.579180 
0.719626 0.271279 0.510941 
0.964873 0.503739 0.366100 
0.961058 0.385815 0.690023 
0.885525 0.561235 0.024201 
0.907010 0.824702 0.082156 
0.330027 0.688314 0.050203 
0.864559 0.573046 0.013184 
0.020447 0.624989 0.505325 
0.627064 0.156987 0.185888 
0.477706 0.714835 0.640126 
0.099216 0.768761 0.304971 
0.646535 0.029847 0.519791 
0.922086 0.391461 0.702170 
0.520463 0.495621 0.648793 
0.097903 0.924406 0.961150 
0.766900 0.016236 0.596210 
0.615467 0.307688 0.542436 
0.352031 0.599353 0.620411 
0.074709 0.647603 0.408643 
0.165960 0.480972 0.294351 
0.311991 0.341411 0.649281 
0.647511 0.250801 0.130375 
0.024995 0.202338 0.105777 
0.409406 0.976989 0.205329 
0.397687 0.584704 0.996582 
0.863216 0.331126 0.785455 
0.725394 0.508744 0.542039 
0.844234 0.713462 0.951445 
0.039735 0.785852 0.589465 
0.236610 0.377667 0.223487 
0.733726 0.143254 0.238166 
0.598498 0.555925 0.186224 
0.186621 0.349345 0.464339 
0.786615 0.584002 0.113742 
0.389111 0.338511 0.746178 
0.581683 0.026093 0.594562 
0.568133 0.336070 0.688803 
0.313181 0.800012 0.156621 
0.811945 0.983459 0.649312 
0.484451 0.301981 0.892453 
0.695212 0.462996 0.361736 
0.397656 0.531816 0.083834 
0.903836 0.623188 0.562090 
0.778741 0.217780 0.827235 
0.860073 0.103427 0.613269 
0.402539 0.941740 0.658315 
0.347575 0.459212 0.130222 
0.717734 0.263955 0.177435 
0.136235 0.286935 0.604785 
0.471694 0.848354 0.674276 
0.607349 0.349132 0.030732 
0.335795 0.587268 0.752953 
0.378460 0.699301 0.528916 
0.530137 0.726585 0.957091 
0.928526 0.806909 0.971954 
0.448683 0.990692 0.394757 
0.222694 0.682516 0.609516 
0.284158 0.707511 0.363475 
0.337626 0.002655 0.693258 
0.653249 0.933439 0.975249 
0.086184 0.234901 0.101688 
0.221320 0.578448 0.781426 
0.642628 0.762871 0.965453 
0.327708 0.530992 0.397900 
0.167425 0.011048 0.291879 
0.610462 0.783044 0.130039 
0.432569 0.570116 0.590533 
0.631458 0.555071 0.597644 
0.446181 0.321665 0.497696 
0.501541 0.421125 0.359844 
0.077792 0.563372 0.401746 
0.505203 0.433699 0.540422 
0.683370 0.133854 0.067965 
0.725913 0.248787 0.452498 
0.730003 0.537828 0.263619 
0.670858 0.251045 0.223609 
0.421247 0.070894 0.382885 
0.896115 0.678457 0.420911 
0.321970 0.944853 0.071902 
0.631581 0.747642 0.675802 
0.983367 0.412305 0.853816 
0.405957 0.778649 0.309275 
0.567858 0.892087 0.753594 
0.671804 0.320139 0.956755 
0.474349 0.093875 0.923338 
0.430464 0.274239 0.193060 
0.963012 0.143498 0.266915 
0.857204 0.021607 0.157537 
0.780297 0.707694 0.065310 
0.925993 0.546373 0.178961 
0.784020 0.119236 0.601398 
0.034669 0.561235 0.400525 
0.568346 0.501999 0.784967 
0.629994 0.632374 0.404889 
0.088748 0.895779 0.777795 
0.832453 0.304483 0.839229 
0.287057 0.381359 0.618610 
0.061342 0.225837 0.040040 
0.716361 0.205664 0.848079 
0.659902 0.273110 0.658437 
0.166112 0.906552 0.133854 
0.520096 0.676626 0.284860 
0.287149 0.437880 0.895535 
0.707724 0.145085 0.074252 
0.216559 0.294595 0.929655 
0.087466 0.990844 0.371044 
0.202795 0.637623 0.034639 
0.947874 0.254646 0.334025 
0.230598 0.418836 0.636036 
0.626118 0.830836 0.561541 
0.646107 0.506272 0.411176 
0.133427 0.592242 0.716269 
0.781732 0.808802 0.914457 
0.779778 0.515213 0.150487 
0.581195 0.401471 0.202124 
0.798914 0.804621 0.530808 
0.224647 0.650258 0.457472 
0.973510 0.018830 0.463363 
0.753471 0.337168 0.615741 
0.259957 0.194739 0.118717 
0.695395 0.785241 0.989074 
0.413587 0.972808 0.856868 
0.689474 0.983551 0.891537 
0.613483 0.721885 0.852321 
0.111148 0.712088 0.264229 
0.087588 0.664449 0.718925 
0.697134 0.666951 0.300211 
0.737693 0.001465 0.135105 
0.170446 0.585284 0.069430 
0.764336 0.037416 0.468703 
0.865535 0.370128 0.143834 
0.291971 0.305246 0.401990 
0.353008 0.215644 0.222297 
0.993835 0.691519 0.556688 
0.064974 0.731956 0.755669 
0.717002 0.561235 0.118992 
0.919828 0.070223 0.571673 
0.107395 0.882900 0.464553 
0.947203 0.047578 0.500137 
0.234718 0.353587 0.783441 
0.913144 0.272286 0.997711 
0.217566 0.523881 0.705222 
0.944975 0.268471 0.773034 
0.848323 0.922849 0.923887 
0.156377 0.601398 0.411725 
0.218146 0.183050 0.822871 
0.272408 0.002258 0.001343 
0.342174 0.165654 0.100101 
0.254372 0.493362 0.756432 
0.784234 0.085299 0.392956 
0.924924 0.512894 0.643391 
0.281991 0.635121 0.903256 
0.593036 0.040162 0.005646 
0.372021 0.111728 0.022187 
0.679067 0.720481 0.188604 
0.014679 0.540361 0.955565 
0.339640 0.990143 0.164525 
0.219153 0.799707 0.348491 
0.092715 0.201453 0.157720 
0.668447 0.746910 0.910642 
0.442640 0.747826 0.269448 
0.344401 0.342753 0.041047 
0.505020 0.188513 0.102817 
0.152654 0.776482 0.453291 
0.631825 0.374004 0.388012 
0.547777 0.590838 0.800317 
0.036287 0.570574 0.607105 
0.158055 0.807062 0.299570 
0.418134 0.585711 0.619129 
0.410627 0.049959 0.357952 
0.588214 0.892788 0.285043 
0.156499 0.672872 0.196814 
0.093783 0.756249 0.092868 
0.295480 0.882565 0.476943 
0.843562 0.356517 0.782464 
0.401196 0.864376 0.923582 
0.732353 0.915159 0.970702 
0.346141 0.907193 0.951445 
0.266457 0.819544 0.776330 
0.926603 0.528306 0.289651 
0.188482 0.748192 0.445143 
0.487655 0.598682 0.606861 
0.102329 0.795679 0.974883 
0.548296 0.467696 0.136113 
0.098209 0.597461 0.740165 
0.426313 0.088198 0.299936 
0.377728 0.455123 0.117618 
0.863308 0.141667 0.335307 
0.878780 0.461196 0.110843 
0.649678 0.163060 0.918638 
0.900571 0.624287 0.975372 
0.249702 0.665822 0.790796 
0.728660 0.993988 0.843593 
0.426527 0.266884 0.382092 
0.259896 0.785882 0.350017 
0.867031 0.811823 0.437330 
0.627552 0.506577 0.255989 
0.806940 0.499527 0.640736 
0.826106 0.078738 0.074862 
0.655873 0.007599 0.241005 
0.336467 0.966063 0.696951 
0.622211 0.617084 0.676321 
